FirstName,LastName,Date Of Birth,Height (cm), Age
WNIMQFTV,YJRNHJXY,10/24/1994,106.1741739,29
OFILQXEO,XUWOTCNU,10/25/1994,180.282724,29
HGXRIKFI,VYRGLECH,10/26/1994,151.781298,29
NMONGVVE,VGXRKRUH,10/27/1994,135.8791252,29
DXQMDTGU,ENWIDNPE,10/28/1994,167.9926915,29
LTUYJKRB,WLISXOMV,10/29/1994,101.9888798,29
IDPMPLYV,JCIRWSWC,10/30/1994,178.0206685,29
BXDMYJCW,NHNMRYDV,10/31/1994,184.2580626,29
YFNDBWKA,YSSFRVMQ,11/1/1994,138.8837449,29
TCTBKCQP,GNATNTAG,11/2/1994,170.9661595,29
WCTVKREJ,GTFOEXDG,11/3/1994,119.3456443,29
FBHAOVRY,JAWUHCHY,11/4/1994,122.5541816,29
BRQWBCFF,HPQUHYRJ,11/5/1994,190.5201788,29
WWEWCJWE,FDTFTETE,11/6/1994,107.2653229,29
QKDWVRXP,OQTIHKUV,11/7/1994,109.217174,29
NWAXSRLA,SGJFVMWJ,11/8/1994,134.156768,29
VQMCCYPU,DQPEPDKM,11/9/1994,182.5058988,29
MIGKJJRI,GCVEICGD,11/10/1994,119.1884678,29
LERFAFYR,UVHLTKJM,11/11/1994,118.4514181,29
FBUCCDVA,MSDLVGRM,11/12/1994,104.0653838,29
WLPFWUEY,SBMKXLVW,11/13/1994,149.2619304,29
MESQFSCY,LUJORAVA,11/14/1994,176.1472546,29
IFARTRAD,OIHTAJMV,11/15/1994,102.0520788,29
ACOOJJID,WEEHATGG,11/16/1994,191.2635675,29
RLKJMENP,QTUHBCUQ,11/17/1994,195.0459401,29
KRRYXHQX,DOOPUWGL,11/18/1994,102.47702,29
AONURSDB,PTXAIXWF,11/19/1994,196.2805226,29
CWWSAAVE,BSSQCWVM,11/20/1994,169.9047348,29
RWOYNOOU,BSWMMFXL,11/21/1994,139.7771026,29
UVQQMGDP,BFUAMOLS,11/22/1994,150.2639082,29
CQNRNYOR,GHRRSHUR,11/23/1994,170.7905627,29
HIGTWCHG,JMYPOHGW,11/24/1994,172.0310799,29
QLMUHSAT,NOYCLPYO,11/25/1994,171.7351336,29
SFMJECLO,THFEXLVK,11/26/1994,189.6383728,29
UFLNDUYB,OBCAIJMN,11/27/1994,107.5826679,29
ASTGJRIG,AIKIMSJU,11/28/1994,131.0630491,29
VTVLSFYD,MITBCBEF,11/29/1994,161.9279914,29
QLRVRIAD,MWRTCGYY,11/30/1994,147.705493,29
TTYNWGGJ,XXWKNKMB,12/1/1994,135.8867669,29
MKFEBEJB,TBINNKDG,12/2/1994,109.0625369,29
XMNPPXQH,LVEEIJAY,12/3/1994,163.5057428,29
RSWHIDSV,DALPJIDC,12/4/1994,155.0205802,29
OVKATHDO,EIRIUKDP,12/5/1994,188.8765793,29
HABNPKJV,WDIAPDCF,12/6/1994,150.6793457,29
STGVNOMO,STNORNBL,12/7/1994,175.0193014,29
TGNKHBHO,ANWOXNGG,12/8/1994,178.7021794,29
UVGDAOFE,ISNLQXUT,12/9/1994,163.7489752,29
UKUDAHHR,QYKHRYYE,12/10/1994,189.0726933,29
FEVOKJBS,UKAVXJYQ,12/11/1994,183.0894814,29
RAOJXWKH,SRSQJEFP,12/12/1994,145.1130553,29
JSLIETYU,EJLBAKLH,12/13/1994,181.8342511,29
KOJJAVNT,RYJKXGYN,12/14/1994,192.9824596,29
SSFLXTDH,EFJNUWUO,12/15/1994,130.529185,29
TEULOBWQ,DPDCYXIM,12/16/1994,163.3014821,29
PULGLUTU,PLEJOBWH,12/17/1994,175.0314209,29
DJSGOKAF,VEBDKTEM,12/18/1994,147.8644403,29
CSWGVXFR,NCMSGXIG,12/19/1994,120.0279745,29
DLPOPPVU,VXLTSFAU,12/20/1994,102.1462657,29
JFGXAHTG,DKJGERDR,12/21/1994,179.8661797,29
SQNETSJC,PRGRBCMT,12/22/1994,164.3095671,29
PLABCBUW,GSUMESEA,12/23/1994,163.8804252,29
TBMMJACM,RRWTKLSJ,12/24/1994,193.111906,29
MBTJXKKM,QYXVLJDU,12/25/1994,107.9897065,29
QCXXOQTS,ULJHVQJO,12/26/1994,143.4208936,29
PPQBAMQP,DNDUXREY,12/27/1994,197.5838835,29
SLCGHDLN,OLLHQEOJ,12/28/1994,160.4425873,29
YEYGPKXV,MSFGNUOT,12/29/1994,160.383706,29
TVOHYAYD,BBJIXTHA,12/30/1994,135.4176144,29
DDYXPWEP,WHSHPGAL,12/31/1994,144.2857013,29
QHHADRUO,YMRMQHOT,1/1/1995,190.4594236,28
DIGVSGRD,RTTVWPDX,1/2/1995,150.0127701,28
QMODQROH,XJLSPBSX,1/3/1995,133.9993782,28
DQEBCEJC,EVDSCRJD,1/4/1995,112.3642398,28
VNFFLPAQ,BJIGOWMU,1/5/1995,132.0211771,28
HQPQRBJV,QGIPPIGO,1/6/1995,164.1391241,28
RDIVGACG,BMHTMROV,1/7/1995,194.0977048,28
OYVWXAER,VMWGSQXT,1/8/1995,138.8508171,28
FEDIPHMU,YURRDHVY,1/9/1995,161.5042789,28
LCWEPXPL,MNANBSSG,1/10/1995,169.454967,28
TNKABCLR,LPFVSAQA,1/11/1995,134.2009813,28
DQVHCJVI,ABPWKGDC,1/12/1995,178.6654758,28
VVGECFDE,PQUHWPUP,1/13/1995,111.3401372,28
BSWYPNXY,NCPPOGMX,1/14/1995,132.530166,28
EKCGMMHQ,MTMIBDPM,1/15/1995,183.8170775,28
SOKVGCJG,NYCPDCQR,1/16/1995,179.5848852,28
MAXRDBAA,JNUIBLGN,1/17/1995,165.7011367,28
VQTCOEJJ,JJCAGBKQ,1/18/1995,123.6959077,28
SAYHNMKP,UHNJBGOI,1/19/1995,158.9444427,28
CGUPWBPV,PAWODYXG,1/20/1995,182.6802338,28
IYGHXTVF,UPUANKCP,1/21/1995,175.8995684,28
BOOOANJK,LXHDWCQJ,1/22/1995,149.5093773,28
SSVUJOTR,JARVPTHE,1/23/1995,151.1969304,28
MEORMLCW,HCHIKNJS,1/24/1995,169.9296014,28
LUQYYWVK,QROBLBJI,1/25/1995,194.2918509,28
NJSAUIJE,KYOLYLNI,1/26/1995,168.2914546,28
IOMEWOXS,XKSNXKSD,1/27/1995,188.8534426,28
IYYEDWQF,CCDXHHEV,1/28/1995,176.7175253,28
GRLXWEMX,XTBQTGNH,1/29/1995,152.0653146,28
YDCFOVLL,DMOMMBKN,1/30/1995,124.8064437,28
KVHKVXQR,WXTHKEUH,1/31/1995,119.323339,28
WNNLJJKR,JEWMLVXJ,2/1/1995,135.5628961,28
OWYRGLNQ,PHJKDXYE,2/2/1995,130.6276231,28
OBXCVGWA,WYWJPUUW,2/3/1995,174.6369593,28
YEKQHCFU,SHJJNPWA,2/4/1995,150.3420452,28
QXXTHWFS,EKUDDRBR,2/5/1995,119.932461,28
AJYOXEXR,IIUSBWIB,2/6/1995,129.2510245,28
DBWQXYMX,OJGIKBDP,2/7/1995,198.8985498,28
HJGCXIBH,UWJHGXBE,2/8/1995,154.1822762,28
MTGENACO,WDEIDKWF,2/9/1995,178.0388236,28
MCIHEHHF,IAAOFSJN,2/10/1995,110.9196041,28
MOBIDYKN,JYVULCBB,2/11/1995,118.2332733,28
CRQALXGA,HLGLQMPX,2/12/1995,195.0128422,28
CHCDUAWJ,LPFRITQC,2/13/1995,156.3059806,28
HDIRIUGD,DSKXIXJF,2/14/1995,194.9948755,28
WMLRNNRD,VEYNJFHU,2/15/1995,161.238122,28
EGMKGUOW,BHDKMGTO,2/16/1995,195.2509524,28
UYLNLTRN,HAKSWFOM,2/17/1995,132.4791447,28
VDVAEGDV,SYHLOIIW,2/18/1995,163.958071,28
LCGRNTJF,BXFMHYEY,2/19/1995,121.2033755,28
DXRMGLUX,SDMXFIXX,2/20/1995,176.5648325,28
SDNEINBQ,OOSNFOPA,2/21/1995,139.8535057,28
OOKOXPRG,LWFXNTXG,2/22/1995,187.2298124,28
MGBTJQHF,KNSSBSWD,2/23/1995,113.7793657,28
MNXMGJCD,QQTAIWII,2/24/1995,139.2980519,28
OLWQYDIO,NDWXRJJD,2/25/1995,101.9625531,28
XIWEDCNK,FAXJGBYY,2/26/1995,191.3474034,28
FHQQXPHB,AUAICCOW,2/27/1995,126.6514968,28
FBQGIXQP,HCEFIFPJ,2/28/1995,120.6288822,28
GPYKSLVT,CADRYSKU,3/1/1995,161.0597496,28
SRVSOFTS,AVOULSNM,3/2/1995,100.6468715,28
MIREOHDQ,NMNEAEXR,3/3/1995,187.0055583,28
MOHVDPPF,WAAQCVKO,3/4/1995,124.5034025,28
PBXDDSGW,WWBUFBCY,3/5/1995,185.3774766,28
FEHVYTNH,XQSUBREX,3/6/1995,122.4728332,28
EBNLYLTI,ETLEPVXA,3/7/1995,124.8082957,28
PGBGNSIW,SQGHHMGN,3/8/1995,132.5146244,28
BADYQRXS,BOVKGFBI,3/9/1995,138.2758093,28
JTYPGLPB,LYMPTPCN,3/10/1995,118.5188108,28
GWOAJTNC,OLWMQUEG,3/11/1995,114.7056804,28
DVRDBNGT,VXJDVJQT,3/12/1995,128.3264152,28
VIDYHNJW,SQHKYLUS,3/13/1995,171.8775748,28
JVHLTTCP,GHROKAGT,3/14/1995,127.9756326,28
MOLEJAWQ,QYVBBXGY,3/15/1995,187.7847723,28
ECKKPQPX,CQOYXPJU,3/16/1995,169.9084055,28
FCJVXKPA,DXUSAWVQ,3/17/1995,151.965832,28
OQIRIABS,YXDFYCMR,3/18/1995,164.3183269,28
GQFOFMQN,XHOVGRNY,3/19/1995,166.7135995,28
TJFEYCHP,MGRWAXHA,3/20/1995,102.3075952,28
UYUYTHTG,ENODNDAB,3/21/1995,170.0577141,28
HQUWXKML,MARXQLKN,3/22/1995,156.061885,28
QSFFUWSE,KNMAPDDP,3/23/1995,124.6434116,28
PMBGNJMY,GRAWKETB,3/24/1995,173.4364325,28
NMJNXNYY,USGYIFNA,3/25/1995,171.1437043,28
SVAXQOXQ,VBJQSPPE,3/26/1995,189.743962,28
MLVOHVXM,NNRCKQUW,3/27/1995,190.6556561,28
HORKEYNU,DOUVMKFD,3/28/1995,143.5550176,28
KPNVOMHE,AXLQYGFD,3/29/1995,105.8489554,28
ADOPJJFT,TNPSNPIF,3/30/1995,118.7125091,28
AVLNXSUP,IDCRFKHK,3/31/1995,173.4881505,28
UGAFXGIL,EYQHEDUQ,4/1/1995,154.5422335,28
BWXULYBC,QFHVPNQM,4/2/1995,190.2453373,28
XVOSPCGX,DLWXEWPK,4/3/1995,184.6691488,28
CBSXKIAQ,BPXMJPEB,4/4/1995,181.4514461,28
TUGQNGSB,XAFAOPRM,4/5/1995,191.8278994,28
ECHFBSRD,YRUSUJCA,4/6/1995,195.688032,28
KABVXKHA,KAAMLQSB,4/7/1995,129.5516579,28
UEAHJCHW,MOKGKTWT,4/8/1995,135.6044525,28
UDJYEMHP,MSUSRXSN,4/9/1995,188.921904,28
UBEKVFEJ,WALTLBFW,4/10/1995,196.7003949,28
TSTXTKPG,TPJUJAFR,4/11/1995,182.1329521,28
TWLTMADB,CWDTMLUW,4/12/1995,180.6966646,28
RRAAMRMP,LXITVFSW,4/13/1995,106.685495,28
AXGVAAIM,SFMYOGEC,4/14/1995,122.7277211,28
FYSCGFRA,EVOKVXRT,4/15/1995,151.47464,28
VBERRSOA,BPDXOUGX,4/16/1995,169.3157276,28
BVKKKWMA,GYBHSXUA,4/17/1995,144.8571679,28
NGMUQSST,JNKDHOUF,4/18/1995,185.8723666,28
PANQKIML,XLOHLPJA,4/19/1995,161.9206804,28
YYIUGORE,PSFYFOIP,4/20/1995,182.8578343,28
OHUHSUOT,WVUHNYFY,4/21/1995,125.3407175,28
GQHVPRTE,HNTKMSXN,4/22/1995,111.1381238,28
UJXBWBSV,FIRSTOWR,4/23/1995,137.8906961,28
HSTOVAMB,MYHDVRYE,4/24/1995,196.6983614,28
GXSERLGB,GVFFBOCG,4/25/1995,141.3388418,28
LCESOWRG,IJHTLIFX,4/26/1995,134.3817467,28
LTCPRPJY,DVYKOJEK,4/27/1995,196.8398178,28
GQHWODCQ,IWQPGWBU,4/28/1995,190.824441,28
FTKWDIBS,XIYIULHW,4/29/1995,139.2708781,28
TNXFTKIR,UPXMOVRN,4/30/1995,152.3070545,28
XVXSIMTB,IVTFPLAP,5/1/1995,135.7526573,28
KHGMBYQU,UVYPDPMT,5/2/1995,112.8111059,28
EHQHVABL,MYUAOAMN,5/3/1995,144.7622186,28
YPSTUBKM,PTFEVDXV,5/4/1995,132.8493785,28
VWMEEDSX,PYOFJNWG,5/5/1995,130.778113,28
ELOSKKMH,UIENNHOM,5/6/1995,115.2214013,28
WQJTFPFG,XLCKXLUC,5/7/1995,150.519085,28
FEDPOHJD,YPGITFPP,5/8/1995,183.5754752,28
QHVTNBFT,HRVFFOJJ,5/9/1995,124.4730952,28
TFVMTGBQ,JQOHBKMB,5/10/1995,183.0898227,28
BDWOQGTP,IKPXSGAR,5/11/1995,195.5724329,28
TKBKMGSJ,AAHAIXYN,5/12/1995,122.3171325,28
WMLGKCKG,PVAXFFIV,5/13/1995,179.4251215,28
LDYGCRUC,CIUBCPJF,5/14/1995,141.3538546,28
PCNLRIUE,KGKMEKKX,5/15/1995,109.4012061,28
BBBNNXRQ,VTLJBNDF,5/16/1995,185.926724,28
CBXVOXGB,GABFUYDB,5/17/1995,100.2020484,28
ENGTEBUA,YTFBDFKC,5/18/1995,172.586794,28
SGGHYHUE,OGYXFYGS,5/19/1995,124.4215867,28
XQUJYFUC,UHLREJXX,5/20/1995,142.7216343,28
LMVVYHCA,EHUSAABM,5/21/1995,190.0159175,28
VAOQFOHD,HGNEDCIN,5/22/1995,154.9115678,28
MEJJQAIT,OQUSUENH,5/23/1995,164.9637311,28
QPDCIOGX,GCVOIRUI,5/24/1995,146.7122578,28
FSVGKCPA,RCDVAHVO,5/25/1995,110.5059868,28
JFDKPDET,POIUBUVU,5/26/1995,174.7766325,28
NDOQRXXK,SXYCRDBN,5/27/1995,195.2243449,28
GSIFVFIT,CXYJLHVW,5/28/1995,135.163209,28
BBDYCIWS,DRNMDIIB,5/29/1995,158.6901515,28
BOUWCQGQ,OTQCWRXJ,5/30/1995,178.2185369,28
YFGQPPLS,EOIEHSWR,5/31/1995,104.1407715,28
UCRWIHFS,TNFOXJJC,6/1/1995,145.0018068,28
CTQQLFWV,ISMOEPJG,6/2/1995,148.4282775,28
YYKYLNYA,JYNJYUMF,6/3/1995,120.6352415,28
URVRNKLC,DRFGGBHE,6/4/1995,152.7992225,28
QAAPILPA,JDXKKVJF,6/5/1995,199.5657188,28
NIOOAKUQ,XVQDKKEE,6/6/1995,125.7104037,28
MYOCXOFQ,SLOWDDUG,6/7/1995,112.9837852,28
XFHWBIGT,PJEBYBIK,6/8/1995,141.9574958,28
FLCTHLYI,MLBEMWQP,6/9/1995,186.2014653,28
TWFTTVML,IPQHXTPB,6/10/1995,169.3661504,28
KQALDOQX,NVSUDNXM,6/11/1995,150.9266098,28
SIVNVEPN,UWHGTANY,6/12/1995,188.3927325,28
SSREFLRY,RBUUDGOG,6/13/1995,190.4617578,28
RVOVIGSK,ASQNXBXA,6/14/1995,174.9657931,28
MKLGTHTN,TNGFHPDO,6/15/1995,115.3320932,28
OJTFIYAV,QRHWRDTB,6/16/1995,118.8592683,28
PGWLLIFV,BBVGJKNH,6/17/1995,131.5290282,28
WSUGNOWG,AOUXUTSH,6/18/1995,130.8316216,28
UQSMMRYJ,YAKADIKM,6/19/1995,164.9169121,28
LIIGYUEB,RASGYOBN,6/20/1995,153.5185863,28
ONMDWIKS,FRHPVQXX,6/21/1995,151.9929051,28
HVMWHMWI,EEBYFJVM,6/22/1995,162.9074417,28
YWMFANOY,XTLVSIOH,6/23/1995,168.3808009,28
IHYGDOLL,WBMXMKKO,6/24/1995,199.086761,28
RDYKKOUX,ENVWQUAG,6/25/1995,141.5357002,28
VEJTQFNP,YTLTIVMR,6/26/1995,156.0216707,28
ADCCRHSU,DVHAPJUW,6/27/1995,175.6753325,28
PBVJRPXP,HJRQADYU,6/28/1995,157.6490964,28
WOMYQDMX,JQMUFNTM,6/29/1995,172.1885881,28
XHQSRBVN,BOGICGDG,6/30/1995,116.4126179,28
IQSQRWER,LLVPDFVJ,7/1/1995,133.3090935,28
CNTIGEAL,QPWVDDPW,7/2/1995,190.1482367,28
XGIJBINK,QOQDDFGL,7/3/1995,116.250042,28
RNCIVXPK,HXROLDOI,7/4/1995,146.2636383,28
KCEIWTKK,LVDKPPCM,7/5/1995,153.0062401,28
KGXENGHD,AERULHPY,7/6/1995,185.2350051,28
DWSOMJIQ,RDUIMVER,7/7/1995,196.1330903,28
PLIVMCNY,VPDBXAMK,7/8/1995,170.3770389,28
KLBKYNEJ,UNWIUUKU,7/9/1995,168.120235,28
VWSLFWAK,OVYVVBTP,7/10/1995,195.0872759,28
NANQMHPU,OXEIBIJW,7/11/1995,159.551656,28
DBULSROO,FTIJEOQB,7/12/1995,144.8570193,28
QXLGBQJB,NCNSLNAE,7/13/1995,154.1949748,28
JTUJGCFH,YAAETSNT,7/14/1995,150.0561188,28
CVSBELVB,QTOMJUPN,7/15/1995,152.809822,28
IDTFOCVF,SPABLTEH,7/16/1995,158.5700873,28
VWDXQUFI,ANJGCABT,7/17/1995,101.5436863,28
CUTWRYYP,QKVYVSIR,7/18/1995,153.7652726,28
EOKMFTDN,IANQKDPI,7/19/1995,163.3043559,28
SUULTFGK,JBSMRSXG,7/20/1995,128.0933196,28
GULFFFCT,LLMBEKXB,7/21/1995,169.4105155,28
PTMGTQBH,HLYWJSRK,7/22/1995,132.8158073,28
BOXYOGMN,RGUXYYLH,7/23/1995,163.5304527,28
YIEPXHUG,OUQMWCUN,7/24/1995,187.8570438,28
AQXPDCNC,REKYKYBB,7/25/1995,170.5141511,28
NCYTCJDP,YWSDXUVA,7/26/1995,132.0655561,28
NIWCNJFI,RWWCEEMQ,7/27/1995,186.8880627,28
DBQUDMSF,FXKKSFRG,7/28/1995,154.5557345,28
ELXLRUST,IRCDSGWO,7/29/1995,107.5561344,28
AMLOJVKJ,MJAJGGRC,7/30/1995,101.9157179,28
CSROVLKA,TAQRPCTJ,7/31/1995,179.0287334,28
TNPOJLOV,LPVMYTHW,8/1/1995,151.402175,28
YACPSVGJ,QCHKEIYA,8/2/1995,158.9084837,28
OGYSNJQU,QNTBORJC,8/3/1995,134.5363191,28
GNLDBMIG,MHGWXFSR,8/4/1995,181.5651738,28
CJSQLVJQ,WSICRNKF,8/5/1995,188.2514599,28
OVWMWXAO,DFAMAMQU,8/6/1995,198.1200552,28
GYPJCQWU,JYWTOTWV,8/7/1995,149.7338578,28
EETXQLKY,PLSTEQQP,8/8/1995,110.7317745,28
PLJPNESY,TXGAEFTP,8/9/1995,103.3255258,28
NQPEBKPP,GWAHOADM,8/10/1995,176.4824195,28
UVRHKBIS,LEEBAUDT,8/11/1995,145.4631335,28
FNVHCHPG,UBOEXDPY,8/12/1995,106.4730206,28
OAPIXBWB,NWBOPHSD,8/13/1995,165.0277177,28
SLUAUCEC,BETXKIYA,8/14/1995,128.3639454,28
BNHQIOGM,IMUIESQF,8/15/1995,139.0953717,28
ENWYFYPF,QWIINWNR,8/16/1995,130.8793915,28
RPCHLNUK,TLVPATWP,8/17/1995,107.5638149,28
FLWAIDWG,QWLAHBFL,8/18/1995,167.2856299,28
QORUKPXJ,OKDDVYWX,8/19/1995,117.6540786,28
CQOXGYFF,ODGBCHNL,8/20/1995,165.1904231,28
KTFKYBBL,OTFTDAPK,8/21/1995,197.037495,28
TTGJPBQO,AOCMRLRD,8/22/1995,129.8336131,28
QKPXBDNA,HSUEVIJS,8/23/1995,166.9002022,28
PFRNFXTG,NJVEYTTO,8/24/1995,178.0082054,28
PMWQRLTF,OLVOUOVE,8/25/1995,167.0668626,28
JNQALNAF,VTMMJTLA,8/26/1995,172.2817538,28
BYSRTTYK,YUSJNUDG,8/27/1995,190.0462073,28
FTNMJUYY,OUVGVORE,8/28/1995,192.7950341,28
JOJPHLPQ,YWCYOTCR,8/29/1995,112.6598336,28
EEUXMTSP,RPJLHVBR,8/30/1995,179.3453266,28
AGAFGJIY,NAOGTFFP,8/31/1995,141.2854408,28
WOVLOWIN,YVBOYBFO,9/1/1995,134.6712084,28
LNHFLKRV,KGOJRFJE,9/2/1995,183.5613768,28
GFXDYNGT,UAFHYSAV,9/3/1995,106.1447156,28
OCLTBUCM,CNVYKRIL,9/4/1995,148.3858198,28
OYLFFNTX,PHDEHCPU,9/5/1995,160.9098605,28
JRFNJMLU,JUUDHQST,9/6/1995,162.8715311,28
DCPNVUXN,OTFLLBHN,9/7/1995,173.8378197,28
PQTAOVLA,TNGULTLU,9/8/1995,185.4364018,28
KMUDVNTV,RFEGSFYC,9/9/1995,157.5692958,28
LJHGGSOX,THEKLALY,9/10/1995,101.9335005,28
DKSROJMG,VIIEXLGV,9/11/1995,119.6112073,28
JTKADYQN,THPVYRKA,9/12/1995,161.6516824,28
CKEIYJSB,KVACHYSQ,9/13/1995,169.9423529,28
VMUQQGUA,KURRQXNY,9/14/1995,183.9233329,28
UJKYQNEP,MKGHJUVJ,9/15/1995,198.694343,28
RULUHFYS,TGBRKXAM,9/16/1995,121.3125876,28
UFHNBXHU,SURWHJHM,9/17/1995,139.7619378,28
RHDMBICU,WQNTKIIE,9/18/1995,133.982195,28
XUPOLNLM,KPHNDKQQ,9/19/1995,162.8529855,28
DBYNRUVR,XRFBOHUS,9/20/1995,183.9292718,28
UDHGYQRE,RDLEUGKD,9/21/1995,173.9227572,28
UASNEING,WVLHXTBQ,9/22/1995,163.7722429,28
XSSSVOLA,VHYAWGXY,9/23/1995,159.8248904,28
WMHRCSMY,TDNTXVST,9/24/1995,140.7439057,28
SGLEHUNI,YTMDDJXK,9/25/1995,164.6467152,28
AEMNEVVP,OMHGXAAM,9/26/1995,110.9778042,28
WEEUILHK,IFFRPPHA,9/27/1995,122.4949128,28
JBNSGXRS,JXBQCHKS,9/28/1995,134.5114325,28
OIKKUWYP,ESNQSKFQ,9/29/1995,196.2800545,28
IOPBKAJK,RWQXGINX,9/30/1995,119.8905823,28
NXJVXVSH,KKDWWBBJ,10/1/1995,148.5677307,28
PLIGGXKS,QAIFXJXW,10/2/1995,150.5741027,28
XRFOPLHL,BSDQLWHF,10/3/1995,199.4477398,28
HLCVCIKA,QXSTCPJP,10/4/1995,183.0390528,28
VEITTVSU,HGFRBMIK,10/5/1995,144.9963889,28
OCRQUJKD,AJOFGXRK,10/6/1995,190.6882218,28
SYDSIPUB,VFTOFTBM,10/7/1995,162.2099144,28
IFCRPYHN,BOIHCNYM,10/8/1995,180.9474432,28
KFACFEOF,HCSMXCAB,10/9/1995,155.9000688,28
CVQARJFU,FOEYBTQT,10/10/1995,196.5366235,28
WYGODHDN,USURAWQS,10/11/1995,188.0181587,28
PHOKQYLI,BRYYFDSJ,10/12/1995,102.4405502,28
IWCXPAPC,DCGXKKPU,10/13/1995,184.6826479,28
RIVSBMEE,OQOTMDOE,10/14/1995,169.9826316,28
JXGPMSVF,QYLCBWCD,10/15/1995,181.6826971,28
FYPMSFWA,HDXGWRCT,10/16/1995,143.7965354,28
NSSPDMLA,OKTNAOAQ,10/17/1995,157.4597,28
FALJACHT,DIVQXMPP,10/18/1995,106.4187365,28
MHEHXGGI,SIDOMVYS,10/19/1995,125.5353737,28
XJCGTXXH,BRMFNHIB,10/20/1995,116.2241137,28
DCHJTJWF,GDIHWDKT,10/21/1995,184.7786476,28
QYJQBJJW,LJEYTWFV,10/22/1995,102.7249747,28
LPLDVDSV,XQDCRIDW,10/23/1995,177.6148746,28
TKUDIROW,PFBYGXPG,10/24/1995,153.750367,28
SLSVWQGV,SYIPOPMI,10/25/1995,178.5425646,28
HFSYCXLF,NEERPVLS,10/26/1995,120.9560135,28
TWOGYNVH,HJVFHJEF,10/27/1995,166.3653885,28
NHXDOCDE,CCDALSSI,10/28/1995,150.8604921,28
OOVVHOCW,VVXSBVPK,10/29/1995,120.4745218,28
KNAGGYDG,RTUKEDJW,10/30/1995,102.6660665,28
GKTFJQML,UQTEDTPO,10/31/1995,193.2320444,28
FDRCYATN,COMJCLLF,11/1/1995,152.6323895,28
UWKBTABS,JRWUPPKY,11/2/1995,108.0366629,28
FDUNNTPR,MFUTIDRW,11/3/1995,166.8075524,28
HCKWFCNM,SXDGUDVE,11/4/1995,104.5277385,28
UPGXDPOC,LMNLLEFW,11/5/1995,122.4231415,28
LEDOJWBX,XTMMTSAD,11/6/1995,111.9785872,28
SGLWYQCY,VNTCDQHU,11/7/1995,171.813735,28
OKNDCFIG,NIMDNKNB,11/8/1995,195.5308047,28
YSDYFPDW,DDEKVCRF,11/9/1995,188.9201119,28
CIYUMHTR,VEMWYVEY,11/10/1995,164.2101566,28
URYJKATA,ATQDSTQT,11/11/1995,120.4077366,28
PTPVRYFJ,USIXWPVC,11/12/1995,180.8248138,28
DWGMTRDS,GANTUHPO,11/13/1995,126.4355171,28
SDMSRSHB,RFLEOLWK,11/14/1995,116.4559102,28
HXHXSMSC,BUTBNTLC,11/15/1995,180.8345337,28
PFNGLPJO,HEYKSMKN,11/16/1995,100.4575816,28
KMAWUNVR,WBQJPLID,11/17/1995,133.6076827,28
VQMUYESI,YLWPHBGJ,11/18/1995,187.672979,28
JSOWCRPD,URQEPUXF,11/19/1995,181.0846406,28
ALKOREKV,FKMGSFRV,11/20/1995,192.5713486,28
OTSFRXRJ,SWSRCCJB,11/21/1995,191.1046804,28
AFNYPWTQ,OQSQUORF,11/22/1995,174.7393765,28
AEUDHFQK,GBQMABBA,11/23/1995,185.1960198,28
THVFTVSS,HQYUYVNB,11/24/1995,150.3440917,28
FXVAEUUC,RIQDIYGS,11/25/1995,149.0005145,28
OPLHUQUG,CBVKWOLX,11/26/1995,165.5790637,28
QPXFVBMB,VHCFNHXC,11/27/1995,124.1141992,28
JSBKNGIH,YUTTAHOD,11/28/1995,124.5267719,28
KXDGBOUT,LKGCXNRC,11/29/1995,145.5659336,28
XMEPHGXE,TLICEKJP,11/30/1995,146.8592289,28
WBILYLLN,XHISAOIN,12/1/1995,111.6091852,28
IVYMXSBP,XAVJEDMV,12/2/1995,128.5433301,28
SNXAGIQN,LQDRQEEL,12/3/1995,169.5370409,28
VQRYIQCB,DBMJURUA,12/4/1995,152.0226141,28
ISMASLGD,QWPKLHLY,12/5/1995,110.3219244,28
QHJVTTWQ,XHSJMBYU,12/6/1995,177.5521175,28
FULKCISJ,OMVWWBPQ,12/7/1995,182.3725012,28
ASHYADVS,UCNBRUSP,12/8/1995,110.2432601,28
NUNJWYFL,STFYCERT,12/9/1995,173.6419148,28
BCDUYXEF,FVIROCLV,12/10/1995,195.9068486,28
WKIGQWUY,JVUELIFE,12/11/1995,169.7339825,28
QSCEJMOR,AOYLDKYG,12/12/1995,177.2838282,28
AEXXTCHN,NHHXBVSR,12/13/1995,151.0814386,28
BIAUDSPO,SGPCSCAQ,12/14/1995,136.7428008,28
JBSUOPOL,XBUGXIDF,12/15/1995,105.7030435,28
IPEASBLD,RDVQFIEE,12/16/1995,162.454827,28
PXJHNBUS,CTSAANNQ,12/17/1995,138.8680675,28
YAOMWKYA,UKOOAUGM,12/18/1995,124.8315212,28
CAOFVHRQ,OCQJMBIQ,12/19/1995,109.6804339,28
VJWJSBIC,AJSXTXNQ,12/20/1995,158.7718789,28
NXVOUWWG,OVQMWKFE,12/21/1995,146.7362605,28
DUKDFFTL,RUGMGDNA,12/22/1995,164.0155104,28
UCSTDMFE,PBXQELNV,12/23/1995,127.1441172,28
HYNIYTAV,DUOUGHWA,12/24/1995,159.8555856,28
FTYFNJBK,AKRXOQYG,12/25/1995,175.7698405,28
